Sitename,SPECIES,COMMONNAME,LAT,LONG
"Glenville Road, Blanchardstown",Acer platanoides 'Drummondii',Harlequin Maple,53.38179102,-6.386997873
"Glenville Way, Blanchardstown",Acer platanoides 'Drummondii',Harlequin Maple,53.38293868,-6.384252791
"Broadway Grove, Blanchardstown",Acer platanoides 'Crimson King',Norway Maple,53.3855741,-6.388620856
"Broadway Grove, Blanchardstown",Acer platanoides 'Crimson King',Norway Maple,53.3856875,-6.388361355
"Broadway Grove, Blanchardstown",Acer platanoides 'Crimson King',Norway Maple,53.38574074,-6.388250975
"Cherry Avenue, Swords",Acer platanoides 'Crimson King',Norway Maple,53.44982041,-6.237781682
"Townparks, Skerries",Acer pseudoplatanus,Sycamore,53.57607556,-6.115309829
"Kelly's Bay Pier, Skerries",Acer platanoides,Norway Maple,53.584042,-6.130084311
"Townparks, Skerries",Acer platanoides 'Crimson King',Norway Maple,53.57666597,-6.115254261
"Selskar Rise, Skerries",Acer platanoides 'Crimson King',Norway Maple,53.57701286,-6.119890471
"Selskar Rise, Skerries",Acer platanoides 'Crimson King',Norway Maple,53.57644031,-6.11975645
"Selskar Avenue, Skerries",Acer platanoides 'Crimson King',Norway Maple,53.57721398,-6.122671063
"Portmarnock Rise, Portmarnock",Acer platanoides 'Crimson King',Norway Maple,53.43131115,-6.128834597
"Stockton Drive, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37345314,-6.357013347
"Peck's Lane, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37837802,-6.356420927
"Homeleigh, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.36925355,-6.398271146
"Stockton Lawn, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37405733,-6.357305482
"Homeleigh, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.36925355,-6.398271146
"Homeleigh, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.36742344,-6.400901707
"Homeleigh, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.36885001,-6.400000425
"Homeleigh, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.36925355,-6.398271146
"Homeleigh, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.36925355,-6.398271146
"Beechpark Avenue, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37694605,-6.361899307
"Cherry Avenue, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37652581,-6.389374228
"Deerpark Road, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37440201,-6.351634909
"Homeleigh, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.36925355,-6.398271146
"Peck's Lane, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.3786229,-6.356389101
"Peck's Lane, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.3788739,-6.356390551
"Deerpark Road, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.3714914,-6.351410781
"Castleknock Meadows, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.38054013,-6.377292256
"Luttrellpark Court, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37671731,-6.393994766
"Homeleigh, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.3696843,-6.399373416
"Peck's Lane, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37917119,-6.356334162
"Peck's Lane, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37582783,-6.356507905
"The Pines, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37727714,-6.360463194
"Castleknock Avenue, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37814129,-6.373969211
"Castleknock Avenue, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37803137,-6.374336469
"Castleknock Avenue, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37766427,-6.375384053
"Castleknock Avenue, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37728774,-6.376043066
"Laurel Lodge Road, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37549503,-6.390825956
"Castleknock Glade, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37743803,-6.36977961
"Beechpark Lawn, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37600766,-6.361514582
"Castleknock Elms, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37902138,-6.370478017
"Hawthorn Lawn, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37800965,-6.365000003
"Beechpark Lawn, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37600766,-6.361514582
"Beechpark Lawn, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37600766,-6.361514582
"Castleknock Avenue, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37842887,-6.372600036
"Castleknock Avenue, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37795558,-6.37459092
"Castleknock Avenue, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37775815,-6.375151757
"Castleknock Avenue, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37771471,-6.375267771
"Castleknock Gate, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37066993,-6.344501657
"Castleknock Gate, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37066993,-6.344501657
"Castleknock Gate, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37066993,-6.344501657
"Hawthorn Lodge, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37903144,-6.364920865
"Castleknock Meadows, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.38013411,-6.377448067
"Castleknock Meadows, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.38036988,-6.376779347
"Castleknock Meadows, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.38036988,-6.376779347
"Castleknock Meadows, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.38063433,-6.376382449
"Auburn Close, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37862286,-6.357358253
"Castleknock Avenue, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37888894,-6.37124244
"Castleknock Downs, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37891456,-6.381154966
"Castleknock Meadows, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37971254,-6.377623401
"Castleknock Meadows, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.38031266,-6.376569173
"Castleknock Meadows, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37985218,-6.377557375
"Castleknock Meadows, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.38026962,-6.377408797
"Castleknock Meadows, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.38001533,-6.375712
"Castleknock Meadows, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.38040946,-6.377350427
"Castleknock Meadows, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.38059874,-6.377267332
"Castleknock Meadows, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.38068257,-6.376592966
"Castleknock Meadows, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.38056366,-6.376187964
"Castleknock Meadows, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.38049314,-6.376004746
"Castleknock Meadows, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.38043154,-6.375809917
"Castleknock Meadows, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.38039855,-6.375716493
"Castleknock Meadows, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.38039855,-6.375716493
"Castleknock Meadows, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37977548,-6.377586893
"Castleknock Meadows, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.38019287,-6.37743441
"Castleknock Meadows, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.38032593,-6.377380054
"Castleknock Meadows, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.38046797,-6.377317844
"Castleknock Vale, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37882808,-6.377499997
"College Grove, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37190743,-6.364690214
"Luttrellpark Court, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37671056,-6.394715271
"Homeleigh, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.36925355,-6.398271146
"Castleknock Road, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.38101981,-6.371501024
"Castleknock Meadows, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37957937,-6.377670095
"Castleknock Rise, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.38035476,-6.378449287
"Cherry Lawn, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37646821,-6.387957094
"College Grove, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37153458,-6.364321806
"The Pines, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.3773418,-6.358963825
"Dunsandle Grove, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.3720256,-6.355152853
"Dunsandle Grove, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37187565,-6.355122121
"Dunsandle Grove, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37220158,-6.355781504
"Castleknock Green, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37228553,-6.352864186
"College Grove, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37219814,-6.367118784
"College Grove, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37220557,-6.368259698
"Deerpark Road, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37159826,-6.351268869
"Deerpark Road, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.3724236,-6.351793981
"Stockton Drive, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37377998,-6.356734495
"Castleknock Avenue, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37877418,-6.371452704
"Parkview, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37061717,-6.347871135
"Castleknock Avenue, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37847748,-6.372355783
"Castleknock Avenue, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37834966,-6.373005501
"Castleknock Avenue, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37824019,-6.373604173
"Castleknock Avenue, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37810193,-6.374094239
"Castleknock Avenue, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37757142,-6.375593315
"Castleknock Vale, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.3786522,-6.377062011
"College Grove, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37117309,-6.364192172
"College Grove, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37209227,-6.365352821
"Georgian Village, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.36944104,-6.355471989
"Georgian Village, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.3673642,-6.354677476
"Georgian Village, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.36794164,-6.356757394
"Georgian Village, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37017057,-6.355834221
"Castleknock Park, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37256805,-6.358870206
"Georgian Village, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37017057,-6.355834221
"Beechpark Avenue, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37645203,-6.362294254
"Castleknock Park, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37385119,-6.360016037
"Hadleigh Court, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37529811,-6.35676964
"Phoenix Gardens, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37800048,-6.35207248
"Stockton Drive, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37377942,-6.356869603
"Stockton Drive, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37380875,-6.357577261
"Castleknock Park, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37377214,-6.360004501
"Beechpark Lawn, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37623447,-6.360559768
"Deerpark Road, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.374573,-6.353742981
"Stockton Drive, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37346249,-6.357692917
"Deerpark Road, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37416245,-6.353874676
"College Grove, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37217773,-6.365923676
"Deerpark Road, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37406661,-6.352425479
"Castleknock Vale, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37882808,-6.377499997
"Deerpark Road, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37207951,-6.351961737
"Deerpark Road, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37292227,-6.351835424
"Deerpark Road, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37343334,-6.350999314
"Deerpark Road, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37378577,-6.353822944
"The Pines, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37736402,-6.361057498
"Castleknock Lodge, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37078794,-6.36309733
"The Pines, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37716592,-6.359765689
"Castleknock Wood, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37938811,-6.37468301
"Deerpark Road, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37411283,-6.352909195
"Castleknock Avenue, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37854177,-6.372056078
"Castleknock Park, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37497876,-6.359010089
"Beechpark Avenue, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37663516,-6.362143414
"Beechpark Avenue, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37672367,-6.362084716
"Beechpark Avenue, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37681181,-6.361998382
"Beechpark Lawn, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37621748,-6.360362814
"Beechpark Lawn, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37665736,-6.361633289
"Castleknock Elms, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37863417,-6.370208329
"Castleknock Lodge, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37078464,-6.362548888
"Castleknock Park, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37477044,-6.36013217
"Castleknock Park, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37243727,-6.359887069
"Castleknock Vale, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37814685,-6.375901112
"Castleknock Vale, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37873097,-6.377264746
"College Grove, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37227572,-6.365919924
"College Grove, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37162673,-6.366279544
"College Grove, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37172894,-6.366282543
"Deerpark Road, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37430224,-6.353963047
"Deerpark Road, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37390101,-6.353812938
"Deerpark Road, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.3715858,-6.35227305
"Georgian Village, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.3673642,-6.354677476
"Georgian Village, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37052213,-6.358845069
"The Pines, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37750314,-6.359966565
"Castleknock Avenue, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37791615,-6.374711291
"College Grove, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37209227,-6.365352821
"Beechpark Avenue, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37681181,-6.361998382
"Beechpark Avenue, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37725012,-6.361649747
"Beechpark Avenue, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37765073,-6.361330203
"Beechpark Lawn, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37600766,-6.361514582
"Beechpark Lawn, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37635225,-6.361237922
"Beechpark Lawn, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37623447,-6.360559768
"Castleknock Avenue, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37888894,-6.37124244
"Castleknock Avenue, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.3786231,-6.371806067
"Castleknock Avenue, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37838787,-6.372802821
"Castleknock Avenue, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37830854,-6.373199125
"Castleknock Avenue, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37827803,-6.373374009
"Castleknock Avenue, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37820903,-6.373724232
"Castleknock Avenue, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37783444,-6.374933957
"Castleknock Dale, Castleknock",Acer platanoides 'Crimson King',Norway Maple,53.37905274,-6.369340097
